Date,City,Category,Product,Units_Sold,Unit_Price,Revenue
2024-04-20,Hyderabad,Home,Phone,11,1610,17710
2024-09-20,Delhi,Groceries,Shampoo,3,1596,4788
2024-08-23,Delhi,Personal Care,Bed,15,481,7215
2024-03-23,Bengaluru,Home,Phone,14,1403,19642
2024-02-11,Chennai,Electronics,Shampoo,11,171,1881
2024-04-10,Hyderabad,Electronics,Jeans,8,620,4960
2024-01-06,Mumbai,Electronics,Sofa,4,1489,5956
2024-06-28,Delhi,Home,Laptop,12,1032,12384
2024-10-08,Delhi,Home,Laptop,8,1217,9736
2024-11-15,Hyderabad,Home,Oil,6,1496,8976
2024-08-13,Chennai,Groceries,T-Shirt,15,438,6570
2024-11-10,Delhi,Groceries,Bed,12,1560,18720
2024-12-30,Hyderabad,Electronics,Sofa,16,1459,23344
2024-08-16,Bengaluru,Apparel,Sofa,16,763,12208
2024-10-15,Chennai,Electronics,Jeans,4,1615,6460
2024-05-29,Mumbai,Personal Care,Phone,11,1991,21901
2024-10-03,Delhi,Groceries,T-Shirt,13,139,1807
2024-07-16,Hyderabad,Home,Rice,9,1482,13338
2024-03-10,Bengaluru,Groceries,Sofa,4,673,2692
2024-04-21,Mumbai,Home,Shampoo,12,1377,16524
2024-01-04,Hyderabad,Personal Care,Rice,9,1065,9585
2024-12-15,Hyderabad,Personal Care,Oil,13,680,8840
2024-11-26,Mumbai,Groceries,Phone,16,1521,24336
2024-11-13,Bengaluru,Home,Phone,6,1880,11280
2024-12-15,Bengaluru,Personal Care,Bed,10,269,2690
2024-04-04,Chennai,Electronics,Sofa,13,1813,23569
2024-05-31,Delhi,Electronics,Jeans,7,800,5600
2024-11-06,Mumbai,Home,Soap,19,610,11590
2024-05-16,Mumbai,Groceries,Soap,19,1383,26277
2024-09-03,Mumbai,Personal Care,Laptop,17,683,11611
2024-08-30,Bengaluru,Groceries,Shampoo,13,1083,14079
2024-01-31,Delhi,Electronics,Rice,13,558,7254
2024-02-09,Chennai,Personal Care,Oil,2,628,1256
2024-08-16,Hyderabad,Groceries,Laptop,10,440,4400
2024-02-05,Hyderabad,Apparel,Phone,13,156,2028
2024-08-10,Mumbai,Home,Rice,9,317,2853
2024-01-06,Delhi,Home,T-Shirt,1,718,718
2024-11-17,Bengaluru,Apparel,Sofa,14,915,12810
2024-08-07,Delhi,Electronics,Oil,16,1808,28928
2024-03-15,Delhi,Personal Care,T-Shirt,15,830,12450
2024-01-04,Bengaluru,Home,Jeans,1,563,563
2024-11-30,Mumbai,Apparel,Sofa,17,346,5882
2024-05-13,Delhi,Apparel,Rice,13,829,10777
2024-04-27,Hyderabad,Electronics,Sofa,15,472,7080
2024-04-03,Bengaluru,Electronics,Laptop,16,516,8256
2024-03-02,Chennai,Groceries,Bed,16,1154,18464
2024-07-12,Mumbai,Home,Laptop,2,467,934
2024-11-30,Bengaluru,Groceries,Jeans,17,658,11186
2024-07-21,Chennai,Apparel,Shampoo,11,1769,19459
2024-01-26,Chennai,Personal Care,T-Shirt,8,207,1656
2024-06-21,Delhi,Personal Care,Laptop,3,683,2049
2024-10-26,Delhi,Electronics,Bed,12,938,11256
2024-05-12,Delhi,Personal Care,Shampoo,16,517,8272
2024-11-21,Bengaluru,Personal Care,Laptop,14,1743,24402
2024-04-27,Bengaluru,Personal Care,Phone,16,920,14720
2024-11-19,Mumbai,Apparel,Bed,17,1521,25857
2024-10-01,Delhi,Personal Care,T-Shirt,11,1395,15345
2024-07-30,Chennai,Personal Care,Oil,17,782,13294
2024-08-12,Hyderabad,Personal Care,Soap,19,1239,23541
2024-01-20,Mumbai,Groceries,Shampoo,1,1964,1964
2024-04-22,Bengaluru,Apparel,Phone,12,1709,20508
2024-05-19,Mumbai,Electronics,Oil,15,355,5325
2024-02-16,Mumbai,Groceries,Rice,18,1204,21672
2024-01-01,Mumbai,Home,Bed,14,879,12306
2024-03-30,Mumbai,Apparel,Phone,1,1251,1251
2024-05-21,Hyderabad,Apparel,Sofa,13,937,12181
2024-11-15,Delhi,Home,Rice,15,1014,15210
2024-02-07,Chennai,Home,Rice,7,334,2338
2024-10-19,Mumbai,Home,Shampoo,15,652,9780
2024-05-18,Mumbai,Electronics,Bed,10,280,2800
2024-12-21,Mumbai,Personal Care,Phone,14,256,3584
2024-11-28,Delhi,Apparel,Jeans,6,1577,9462
2024-09-15,Bengaluru,Personal Care,Phone,14,670,9380
2024-06-09,Bengaluru,Personal Care,Laptop,12,956,11472
2024-06-26,Hyderabad,Home,Rice,11,1884,20724
2024-01-10,Bengaluru,Electronics,T-Shirt,19,1827,34713
2024-09-17,Mumbai,Groceries,Rice,2,1147,2294
2024-05-17,Mumbai,Electronics,Rice,1,1596,1596
2024-06-20,Mumbai,Personal Care,Soap,8,1523,12184
2024-01-13,Hyderabad,Electronics,Sofa,14,1047,14658
2024-06-16,Mumbai,Home,Jeans,9,691,6219
2024-05-09,Bengaluru,Groceries,Oil,2,233,466
2024-03-24,Delhi,Home,Oil,5,520,2600
2024-11-16,Delhi,Groceries,Sofa,8,312,2496
2024-11-14,Chennai,Personal Care,Rice,16,999,15984
2024-04-10,Bengaluru,Groceries,Oil,16,581,9296
2024-11-24,Mumbai,Groceries,Bed,13,447,5811
2024-09-29,Delhi,Groceries,Jeans,15,265,3975
2024-09-21,Bengaluru,Electronics,Oil,1,1036,1036
2024-02-07,Delhi,Electronics,Sofa,3,447,1341
2024-04-03,Mumbai,Personal Care,Laptop,6,948,5688
2024-04-04,Delhi,Groceries,Oil,14,497,6958
2024-10-31,Chennai,Apparel,Jeans,4,682,2728
2024-03-09,Chennai,Personal Care,Shampoo,18,825,14850
2024-11-13,Delhi,Groceries,Shampoo,15,1558,23370
2024-08-23,Bengaluru,Groceries,Bed,9,1700,15300
2024-11-29,Bengaluru,Electronics,Phone,18,1344,24192
2024-05-16,Bengaluru,Personal Care,Phone,3,407,1221
2024-03-16,Delhi,Groceries,Oil,10,1090,10900
2024-02-04,Bengaluru,Groceries,T-Shirt,17,897,15249
2024-01-01,Mumbai,Personal Care,Laptop,7,1820,12740
2024-10-22,Chennai,Apparel,Sofa,15,818,12270
2024-11-15,Mumbai,Personal Care,Laptop,1,565,565
2024-02-29,Bengaluru,Personal Care,Shampoo,11,198,2178
2024-11-15,Mumbai,Apparel,Oil,17,1365,23205
2024-12-14,Bengaluru,Personal Care,Jeans,5,257,1285
2024-11-23,Delhi,Groceries,Sofa,7,709,4963
2024-09-23,Mumbai,Personal Care,Laptop,19,653,12407
2024-12-26,Delhi,Apparel,Jeans,15,750,11250
2024-08-16,Delhi,Home,Sofa,3,1918,5754
2024-09-26,Hyderabad,Personal Care,Laptop,15,1019,15285
2024-11-11,Bengaluru,Electronics,Bed,5,326,1630
2024-10-12,Chennai,Groceries,Shampoo,12,522,6264
2024-10-17,Bengaluru,Groceries,Rice,5,1195,5975
2024-07-31,Chennai,Electronics,Sofa,3,342,1026
2024-06-13,Bengaluru,Electronics,Shampoo,9,629,5661
2024-01-05,Delhi,Personal Care,Soap,9,1712,15408
2024-12-04,Mumbai,Electronics,T-Shirt,7,1168,8176
2024-03-18,Mumbai,Home,Oil,2,1595,3190
2024-03-02,Hyderabad,Apparel,Soap,16,470,7520
2024-05-11,Chennai,Electronics,Jeans,9,1978,17802
2024-03-29,Chennai,Electronics,Sofa,13,751,9763
2024-08-24,Chennai,Home,Oil,19,788,14972
2024-02-11,Delhi,Groceries,Oil,17,833,14161
2024-03-29,Chennai,Groceries,Soap,6,191,1146
2024-10-22,Mumbai,Personal Care,Soap,4,1145,4580
2024-11-23,Delhi,Home,Rice,1,271,271
2024-10-21,Bengaluru,Apparel,Laptop,18,1727,31086
2024-04-13,Chennai,Apparel,Sofa,19,1315,24985
2024-01-14,Chennai,Home,Shampoo,9,1200,10800
2024-10-14,Bengaluru,Apparel,Phone,13,1404,18252
2024-06-27,Chennai,Groceries,Sofa,8,1487,11896
2024-05-04,Bengaluru,Apparel,Sofa,13,278,3614
2024-12-18,Delhi,Apparel,Sofa,15,337,5055
2024-01-23,Mumbai,Home,Oil,11,1258,13838
2024-03-03,Bengaluru,Home,Jeans,12,976,11712
2024-05-22,Hyderabad,Apparel,Oil,14,1001,14014
2024-06-01,Bengaluru,Electronics,Jeans,4,379,1516
2024-05-24,Chennai,Home,Soap,1,1142,1142
2024-08-12,Delhi,Personal Care,Phone,4,1718,6872
2024-11-04,Delhi,Personal Care,Oil,19,839,15941
2024-04-13,Bengaluru,Groceries,Jeans,9,470,4230
2024-04-13,Mumbai,Apparel,Oil,10,1900,19000
2024-02-08,Hyderabad,Electronics,T-Shirt,4,1235,4940
2024-07-16,Delhi,Groceries,Oil,9,1886,16974
2024-05-13,Chennai,Apparel,Phone,13,1799,23387
2024-03-07,Chennai,Home,Phone,12,969,11628
2024-06-27,Mumbai,Personal Care,Jeans,11,1803,19833
2024-02-11,Delhi,Electronics,Jeans,12,1118,13416
2024-01-15,Bengaluru,Personal Care,Soap,18,320,5760
2024-04-20,Chennai,Home,Phone,12,1019,12228
2024-06-05,Mumbai,Apparel,Phone,16,403,6448
2024-10-15,Delhi,Home,Rice,5,1826,9130
2024-08-18,Delhi,Home,Sofa,12,1448,17376
2024-06-05,Delhi,Personal Care,Bed,11,1560,17160
2024-02-07,Delhi,Electronics,Oil,9,537,4833
2024-04-06,Delhi,Home,Laptop,18,1293,23274
2024-10-15,Chennai,Personal Care,Soap,3,474,1422
2024-09-10,Mumbai,Electronics,Sofa,17,1680,28560
2024-07-14,Delhi,Apparel,Bed,14,480,6720
2024-03-26,Hyderabad,Apparel,Rice,1,1085,1085
2024-11-17,Hyderabad,Groceries,Laptop,17,113,1921
2024-01-10,Mumbai,Personal Care,Jeans,8,842,6736
2024-01-05,Bengaluru,Electronics,Phone,5,768,3840
2024-05-02,Bengaluru,Home,T-Shirt,5,599,2995
2024-11-25,Bengaluru,Apparel,Soap,9,1769,15921
2024-12-18,Hyderabad,Electronics,Shampoo,3,1514,4542
2024-04-27,Bengaluru,Personal Care,Phone,19,1672,31768
2024-10-20,Chennai,Groceries,T-Shirt,9,664,5976
2024-06-07,Delhi,Apparel,Bed,18,629,11322
2024-10-29,Hyderabad,Electronics,Jeans,16,591,9456
2024-08-15,Mumbai,Electronics,Laptop,1,1673,1673
2024-12-30,Mumbai,Electronics,Bed,2,1822,3644
2024-08-03,Delhi,Personal Care,Phone,14,1508,21112
2024-07-02,Hyderabad,Personal Care,Phone,14,1319,18466
2024-01-15,Bengaluru,Personal Care,Laptop,1,854,854
2024-06-05,Bengaluru,Home,Shampoo,16,399,6384
2024-05-15,Chennai,Electronics,T-Shirt,15,914,13710
2024-09-17,Chennai,Apparel,Bed,15,646,9690
2024-06-05,Bengaluru,Personal Care,Jeans,12,826,9912
2024-02-16,Mumbai,Personal Care,Phone,16,830,13280
2024-11-19,Mumbai,Electronics,Bed,14,927,12978
2024-11-27,Chennai,Personal Care,Shampoo,15,701,10515
2024-06-21,Delhi,Home,Bed,15,1431,21465
2024-05-09,Bengaluru,Home,Laptop,19,1375,26125
2024-04-04,Chennai,Personal Care,Jeans,8,1131,9048
2024-04-24,Chennai,Electronics,Rice,2,867,1734
2024-08-30,Bengaluru,Electronics,Laptop,2,974,1948
2024-10-18,Bengaluru,Electronics,Bed,10,1331,13310
2024-10-08,Mumbai,Groceries,Rice,3,1036,3108
2024-10-25,Delhi,Personal Care,Phone,17,230,3910
2024-10-09,Delhi,Electronics,Rice,8,1859,14872
2024-03-09,Bengaluru,Home,Shampoo,4,1832,7328
2024-05-27,Hyderabad,Apparel,Oil,14,1777,24878
2024-01-11,Chennai,Apparel,Shampoo,10,1887,18870
2024-09-10,Chennai,Electronics,Laptop,1,707,707
2024-11-25,Bengaluru,Apparel,Oil,4,125,500
2024-12-25,Hyderabad,Apparel,Laptop,1,1746,1746
2024-02-07,Mumbai,Groceries,Soap,17,1577,26809
2024-05-13,Bengaluru,Home,Jeans,17,734,12478
2024-07-18,Bengaluru,Home,Sofa,7,1309,9163
2024-01-23,Chennai,Groceries,Phone,15,583,8745
2024-10-29,Bengaluru,Groceries,Phone,13,779,10127
2024-12-11,Bengaluru,Apparel,Soap,2,1174,2348
2024-10-28,Bengaluru,Personal Care,Bed,19,104,1976
2024-12-28,Chennai,Apparel,T-Shirt,13,688,8944
2024-08-05,Mumbai,Groceries,Laptop,11,1283,14113
2024-05-20,Mumbai,Home,Sofa,15,307,4605
2024-04-13,Bengaluru,Apparel,Sofa,10,356,3560
2024-07-28,Chennai,Personal Care,Shampoo,9,1328,11952
2024-04-20,Mumbai,Apparel,Shampoo,9,1890,17010
2024-04-13,Mumbai,Electronics,T-Shirt,1,110,110
2024-11-11,Mumbai,Apparel,Bed,17,1048,17816
2024-06-19,Chennai,Groceries,Soap,12,107,1284
2024-12-21,Chennai,Home,Rice,10,1532,15320
2024-11-19,Bengaluru,Home,Shampoo,5,1035,5175
2024-05-12,Delhi,Groceries,Bed,18,131,2358
2024-10-19,Mumbai,Electronics,Jeans,15,639,9585
2024-11-23,Delhi,Groceries,Phone,6,1841,11046
2024-05-06,Chennai,Apparel,Phone,7,1104,7728
2024-04-15,Chennai,Groceries,Bed,17,486,8262
2024-04-01,Chennai,Groceries,T-Shirt,6,1351,8106
2024-10-13,Delhi,Electronics,Soap,8,739,5912
2024-02-20,Chennai,Apparel,Sofa,12,1890,22680
2024-01-29,Bengaluru,Personal Care,T-Shirt,14,1598,22372
2024-10-22,Chennai,Personal Care,Bed,12,1847,22164
2024-10-23,Hyderabad,Home,Soap,10,1874,18740
2024-08-01,Delhi,Groceries,Soap,15,306,4590
2024-09-23,Hyderabad,Home,Laptop,7,1441,10087
2024-09-13,Chennai,Electronics,Oil,9,1918,17262
2024-10-28,Bengaluru,Personal Care,Phone,10,1880,18800
2024-04-10,Mumbai,Groceries,Bed,10,656,6560
2024-12-11,Chennai,Electronics,Sofa,16,1740,27840
2024-04-19,Bengaluru,Electronics,Oil,7,447,3129
2024-06-30,Delhi,Groceries,Jeans,5,892,4460
2024-11-08,Hyderabad,Electronics,Shampoo,3,333,999
2024-01-01,Hyderabad,Groceries,Laptop,18,1824,32832
2024-11-14,Hyderabad,Groceries,Shampoo,11,1167,12837
2024-02-24,Delhi,Apparel,Oil,15,1105,16575
2024-05-28,Bengaluru,Home,Oil,5,836,4180
2024-11-04,Delhi,Electronics,Shampoo,12,1041,12492
2024-05-16,Hyderabad,Electronics,Sofa,4,1265,5060
2024-07-20,Chennai,Apparel,Sofa,15,1771,26565
2024-11-08,Mumbai,Apparel,Rice,9,275,2475
2024-04-26,Delhi,Apparel,Jeans,7,1777,12439
2024-06-02,Delhi,Personal Care,Sofa,10,548,5480
2024-10-17,Bengaluru,Personal Care,Jeans,13,691,8983
2024-03-03,Bengaluru,Personal Care,Jeans,8,181,1448
2024-08-31,Delhi,Groceries,Oil,12,234,2808
2024-01-25,Hyderabad,Electronics,Jeans,19,1842,34998
2024-03-30,Mumbai,Home,Laptop,1,955,955
2024-03-15,Bengaluru,Groceries,Shampoo,16,1300,20800
2024-10-20,Hyderabad,Electronics,Rice,17,1506,25602
2024-07-28,Chennai,Electronics,Bed,18,1366,24588
2024-12-12,Bengaluru,Apparel,T-Shirt,11,1690,18590
2024-01-17,Hyderabad,Apparel,Rice,18,1264,22752
2024-05-07,Hyderabad,Groceries,Laptop,7,1580,11060
2024-12-29,Mumbai,Apparel,Rice,18,539,9702
2024-09-07,Mumbai,Electronics,Jeans,8,1179,9432
2024-06-27,Chennai,Apparel,Oil,6,1650,9900
2024-06-30,Hyderabad,Personal Care,T-Shirt,7,796,5572
2024-05-31,Hyderabad,Apparel,Sofa,10,1949,19490
2024-01-25,Mumbai,Electronics,Oil,11,518,5698
2024-06-28,Bengaluru,Groceries,Jeans,13,187,2431
2024-07-16,Bengaluru,Home,Jeans,9,1732,15588
2024-12-09,Delhi,Apparel,T-Shirt,7,755,5285
2024-06-09,Mumbai,Electronics,T-Shirt,9,1131,10179
2024-06-25,Delhi,Home,Phone,13,1600,20800
2024-10-11,Mumbai,Home,Soap,3,314,942
2024-03-03,Chennai,Personal Care,Soap,3,1808,5424
2024-05-29,Hyderabad,Home,Oil,1,1858,1858
2024-06-02,Chennai,Electronics,Sofa,2,651,1302
2024-06-04,Mumbai,Electronics,Rice,3,1620,4860
2024-02-18,Hyderabad,Apparel,Jeans,15,1817,27255
2024-12-02,Bengaluru,Apparel,Jeans,6,602,3612
2024-03-24,Bengaluru,Apparel,Phone,13,1905,24765
2024-12-26,Delhi,Home,Oil,1,798,798
2024-06-25,Mumbai,Home,Oil,19,344,6536
2024-05-27,Mumbai,Personal Care,Shampoo,1,1601,1601
2024-04-27,Bengaluru,Apparel,T-Shirt,2,408,816
2024-12-07,Chennai,Groceries,Sofa,15,330,4950
2024-03-03,Hyderabad,Personal Care,T-Shirt,14,1506,21084
2024-07-07,Chennai,Groceries,Sofa,19,254,4826
2024-12-25,Chennai,Home,Laptop,11,1298,14278
2024-02-18,Bengaluru,Personal Care,Bed,15,947,14205
2024-11-22,Bengaluru,Personal Care,Soap,6,214,1284
2024-09-13,Bengaluru,Electronics,Soap,9,1513,13617
2024-08-11,Delhi,Home,Sofa,5,410,2050
2024-05-20,Chennai,Home,Soap,2,1092,2184
2024-08-02,Mumbai,Personal Care,T-Shirt,6,399,2394
2024-07-29,Hyderabad,Home,Jeans,18,1141,20538
2024-11-13,Delhi,Personal Care,T-Shirt,19,883,16777
2024-02-01,Mumbai,Electronics,Sofa,9,111,999
2024-06-06,Chennai,Personal Care,Oil,6,1527,9162
2024-10-11,Bengaluru,Home,T-Shirt,14,1936,27104
2024-10-31,Chennai,Home,Soap,13,1827,23751
2024-10-12,Hyderabad,Personal Care,Phone,11,331,3641
2024-05-23,Delhi,Personal Care,Shampoo,12,1054,12648
2024-01-19,Delhi,Personal Care,Jeans,19,1728,32832
2024-01-18,Hyderabad,Apparel,Soap,19,829,15751
2024-09-13,Mumbai,Home,Phone,19,1401,26619
2024-03-18,Mumbai,Home,Sofa,13,1476,19188
2024-06-23,Delhi,Apparel,Laptop,14,1117,15638
2024-07-12,Delhi,Personal Care,Phone,18,1098,19764
2024-04-22,Bengaluru,Electronics,Bed,12,402,4824
2024-04-23,Mumbai,Personal Care,Laptop,4,640,2560
2024-08-09,Hyderabad,Personal Care,Rice,10,569,5690
2024-06-14,Mumbai,Apparel,Jeans,17,912,15504
2024-11-14,Bengaluru,Home,Soap,4,176,704
2024-05-11,Delhi,Personal Care,Rice,12,1119,13428
2024-09-20,Delhi,Home,T-Shirt,13,1644,21372
2024-02-24,Bengaluru,Groceries,Sofa,4,123,492
2024-12-24,Hyderabad,Home,Jeans,10,1138,11380
2024-05-10,Delhi,Electronics,Oil,3,775,2325
2024-10-14,Chennai,Electronics,Laptop,15,624,9360
2024-09-22,Delhi,Personal Care,Oil,2,446,892
2024-06-10,Chennai,Home,Rice,17,271,4607
2024-03-27,Bengaluru,Personal Care,Phone,6,1992,11952
2024-02-24,Bengaluru,Apparel,Phone,8,1450,11600
2024-10-14,Delhi,Electronics,Sofa,3,811,2433
2024-06-26,Mumbai,Personal Care,Rice,18,1608,28944
2024-12-14,Chennai,Apparel,Shampoo,1,588,588
2024-01-08,Hyderabad,Personal Care,Jeans,16,1585,25360
2024-11-16,Delhi,Home,Laptop,7,477,3339
2024-11-08,Hyderabad,Home,Phone,3,1711,5133
2024-09-03,Delhi,Home,Phone,4,1287,5148
2024-11-18,Mumbai,Home,Oil,9,471,4239
2024-09-11,Mumbai,Groceries,Oil,5,1696,8480
2024-11-23,Mumbai,Apparel,Soap,19,1099,20881
2024-02-23,Mumbai,Apparel,T-Shirt,15,1076,16140
2024-09-05,Bengaluru,Home,Shampoo,8,1547,12376
2024-08-26,Bengaluru,Groceries,Oil,6,856,5136
2024-08-16,Chennai,Home,Oil,18,576,10368
2024-03-07,Hyderabad,Groceries,Jeans,19,481,9139
2024-02-20,Delhi,Home,Soap,15,254,3810
2024-04-06,Delhi,Electronics,Oil,7,356,2492
2024-04-01,Bengaluru,Electronics,Laptop,10,1879,18790
2024-09-20,Delhi,Personal Care,Jeans,6,773,4638
2024-10-17,Bengaluru,Home,T-Shirt,14,167,2338
2024-04-05,Chennai,Apparel,Rice,17,443,7531
2024-03-28,Hyderabad,Personal Care,Jeans,9,1400,12600
2024-03-18,Chennai,Electronics,Rice,19,772,14668
2024-10-14,Mumbai,Home,Phone,5,490,2450
2024-04-29,Mumbai,Personal Care,Soap,7,1572,11004
2024-10-28,Mumbai,Home,T-Shirt,19,358,6802
2024-06-13,Chennai,Electronics,Soap,7,406,2842
2024-06-30,Delhi,Personal Care,T-Shirt,2,1970,3940
2024-08-10,Hyderabad,Electronics,Soap,16,1218,19488
2024-11-06,Mumbai,Groceries,Jeans,13,1049,13637
2024-01-07,Mumbai,Electronics,Soap,8,1587,12696
2024-11-25,Mumbai,Home,Bed,6,1069,6414
2024-09-19,Hyderabad,Apparel,T-Shirt,6,345,2070
2024-06-09,Mumbai,Electronics,Rice,9,832,7488
2024-05-30,Hyderabad,Apparel,T-Shirt,4,1758,7032
2024-03-25,Mumbai,Groceries,Phone,11,286,3146
2024-05-26,Chennai,Personal Care,Laptop,5,1897,9485
2024-04-21,Chennai,Personal Care,Bed,17,1024,17408
2024-02-05,Hyderabad,Apparel,Sofa,7,884,6188
2024-10-11,Chennai,Personal Care,T-Shirt,15,1496,22440
2024-07-06,Hyderabad,Electronics,Oil,15,1695,25425
2024-03-22,Chennai,Apparel,Jeans,14,1529,21406
2024-01-02,Chennai,Home,Jeans,13,507,6591
2024-10-29,Hyderabad,Electronics,Soap,11,1248,13728
2024-07-15,Delhi,Electronics,Soap,13,1460,18980
2024-01-11,Chennai,Electronics,Jeans,9,440,3960
2024-08-21,Mumbai,Home,Shampoo,10,662,6620
2024-07-13,Delhi,Groceries,Bed,4,1301,5204
2024-04-28,Hyderabad,Personal Care,Bed,17,750,12750
2024-01-20,Delhi,Apparel,Rice,14,1051,14714
2024-09-17,Bengaluru,Groceries,T-Shirt,18,1962,35316
2024-10-19,Bengaluru,Apparel,Sofa,11,1293,14223
2024-09-12,Chennai,Personal Care,Jeans,16,1162,18592
2024-08-09,Chennai,Home,T-Shirt,1,168,168
2024-08-13,Mumbai,Electronics,Bed,7,1359,9513
2024-02-22,Delhi,Electronics,Phone,10,1683,16830
2024-12-20,Bengaluru,Home,Jeans,9,480,4320
2024-12-07,Chennai,Groceries,T-Shirt,3,156,468
2024-12-29,Delhi,Groceries,Bed,14,1400,19600
2024-10-06,Chennai,Apparel,Laptop,15,949,14235
2024-03-21,Chennai,Home,Bed,2,1222,2444
2024-07-20,Bengaluru,Groceries,Soap,14,1015,14210
2024-06-06,Bengaluru,Home,Oil,16,1650,26400
2024-04-29,Chennai,Personal Care,Shampoo,7,424,2968
2024-02-28,Hyderabad,Electronics,Shampoo,4,560,2240
2024-08-02,Chennai,Electronics,Soap,18,278,5004
2024-05-07,Chennai,Electronics,Soap,5,943,4715
2024-08-11,Mumbai,Home,Jeans,6,673,4038
2024-07-27,Mumbai,Home,Laptop,7,218,1526
2024-04-24,Mumbai,Apparel,Laptop,15,1592,23880
2024-07-27,Hyderabad,Electronics,Jeans,1,648,648
2024-01-14,Hyderabad,Apparel,T-Shirt,4,745,2980
2024-01-09,Chennai,Electronics,Jeans,1,1578,1578
2024-02-09,Mumbai,Apparel,Sofa,11,125,1375
2024-08-24,Hyderabad,Apparel,Sofa,18,1613,29034
2024-10-07,Bengaluru,Personal Care,Shampoo,14,1131,15834
2024-12-24,Chennai,Apparel,Bed,11,1068,11748
2024-07-19,Delhi,Home,Jeans,10,1639,16390
2024-09-02,Chennai,Apparel,Jeans,17,632,10744
2024-10-04,Delhi,Electronics,T-Shirt,4,248,992
2024-08-22,Mumbai,Apparel,Rice,15,1611,24165
2024-01-04,Delhi,Groceries,Shampoo,16,1148,18368
2024-06-02,Mumbai,Electronics,Shampoo,13,754,9802
2024-01-29,Bengaluru,Groceries,Shampoo,9,1880,16920
2024-04-18,Delhi,Electronics,Bed,11,1044,11484
2024-04-07,Chennai,Home,Soap,11,654,7194
2024-08-02,Mumbai,Home,Phone,6,524,3144
2024-10-19,Chennai,Home,Rice,1,392,392
2024-03-15,Hyderabad,Groceries,Bed,6,1308,7848
2024-11-21,Mumbai,Personal Care,Sofa,13,653,8489
2024-05-25,Delhi,Electronics,T-Shirt,5,530,2650
2024-05-07,Mumbai,Home,Soap,15,703,10545
2024-12-06,Chennai,Electronics,Sofa,18,416,7488
2024-02-11,Bengaluru,Groceries,Soap,14,497,6958
2024-12-21,Mumbai,Personal Care,Laptop,15,1447,21705
2024-02-10,Delhi,Groceries,Shampoo,5,1688,8440
2024-02-03,Hyderabad,Electronics,Soap,4,695,2780
2024-01-17,Bengaluru,Personal Care,Oil,2,645,1290
2024-06-13,Hyderabad,Personal Care,Shampoo,7,175,1225
2024-06-01,Mumbai,Groceries,Shampoo,10,964,9640
2024-03-16,Chennai,Home,T-Shirt,16,1015,16240
2024-03-27,Chennai,Electronics,Rice,10,808,8080
2024-04-26,Delhi,Apparel,Sofa,18,585,10530
2024-12-27,Chennai,Apparel,Soap,17,1921,32657
2024-12-07,Bengaluru,Groceries,Soap,13,1211,15743
2024-01-27,Chennai,Electronics,Laptop,1,846,846
2024-11-08,Delhi,Electronics,Shampoo,1,1355,1355
2024-10-13,Mumbai,Groceries,Jeans,15,1130,16950
2024-05-13,Mumbai,Electronics,Phone,1,1927,1927
2024-08-06,Chennai,Home,Jeans,6,649,3894
2024-06-16,Hyderabad,Groceries,Soap,13,1075,13975
2024-04-07,Mumbai,Home,Jeans,1,1175,1175
2024-09-24,Chennai,Electronics,T-Shirt,5,1778,8890
2024-08-24,Delhi,Groceries,Oil,9,1041,9369
2024-11-04,Chennai,Electronics,Soap,17,1018,17306
2024-06-21,Mumbai,Groceries,Soap,16,1519,24304
2024-07-08,Delhi,Electronics,Oil,8,1344,10752
2024-05-01,Chennai,Home,Sofa,17,1551,26367
2024-02-15,Bengaluru,Home,Oil,15,1875,28125
2024-03-04,Delhi,Electronics,Jeans,1,1266,1266
2024-05-09,Bengaluru,Groceries,T-Shirt,12,1984,23808
2024-11-05,Hyderabad,Apparel,Laptop,5,462,2310
2024-12-28,Delhi,Home,Sofa,6,481,2886
2024-07-11,Bengaluru,Home,Bed,1,1684,1684
2024-11-02,Mumbai,Apparel,Laptop,1,1400,1400
2024-06-29,Mumbai,Electronics,Rice,10,370,3700
2024-10-18,Hyderabad,Groceries,Rice,10,1137,11370
2024-10-08,Delhi,Electronics,Rice,3,397,1191
2024-01-29,Delhi,Personal Care,Rice,17,1103,18751
2024-05-28,Delhi,Home,T-Shirt,19,1587,30153
2024-09-23,Hyderabad,Personal Care,Laptop,11,1650,18150
2024-10-22,Delhi,Home,Shampoo,18,333,5994
2024-01-11,Mumbai,Home,Phone,2,674,1348
2024-06-12,Bengaluru,Personal Care,Sofa,9,1831,16479
2024-04-22,Mumbai,Personal Care,Bed,17,126,2142
2024-07-05,Mumbai,Electronics,Jeans,14,1594,22316
2024-10-21,Bengaluru,Personal Care,Soap,4,192,768
2024-08-19,Mumbai,Electronics,Rice,17,716,12172
2024-08-14,Hyderabad,Electronics,Bed,17,408,6936
2024-11-05,Bengaluru,Electronics,Soap,12,151,1812
2024-04-07,Mumbai,Home,Phone,18,418,7524
2024-02-24,Chennai,Home,Bed,3,280,840
2024-04-20,Mumbai,Personal Care,Laptop,11,1692,18612
2024-05-31,Hyderabad,Home,Bed,18,1243,22374
2024-09-02,Delhi,Personal Care,Rice,4,1943,7772
2024-03-09,Mumbai,Home,Phone,17,974,16558
2024-11-07,Delhi,Groceries,Jeans,18,1166,20988
